2.10546875, 1.12247646, 1.86119735, -2.17745900, -1.15799558, -1.04120064, 2.25781250,
2.20556641, 2.39647627, 1.17519736, -2.17745900, -1.05999565, -1.43320060, -1.27018714,
2.30566406, 1.51447654, 2.05719757, -2.27545881, -1.15799558, -1.04120064, 1.57181263,
2.40576172, 2.00447631, 1.17519736, -2.27545881, -1.25599563, -2.02120042, -3.13218737,
2.50585938, 1.61247647, 1.07719743, 2.23254085, 1.09600425, 2.48679924, 2.25781250,
2.60595703, 2.10247636, 2.44919729, -2.47145891, -1.64799559, 2.19279933, -2.15218735,
2.70605469, -1.32752347, 2.05719757, 1.15454090, 2.27200437, -2.02120042, -1.07418728,
2.80615234, -2.11152339, 1.27319729, 2.03654099, 1.58600450, -2.02120042, -1.66218734,
2.90625000, 1.22047651, -1.27480257, -2.07945895, 2.27200437, -2.41320038, -1.17218733,
3.00634766, 2.00447631, -2.05880260, -2.07945895, -1.25599563, 1.11479938, -2.34818721,
3.10644531, -1.42552340, 2.15519714, 1.25254095, 1.19400430, -2.90320039, -2.05418730,
3.20654297, 2.00447631, 1.86119735, -2.66745901, -1.35399556, 1.21279931, -1.27018714,
3.30664062, 2.20047641, -2.05880260, -2.07945895, -2.03999567, -2.41320038, -2.34818721,
3.40673828, 2.20047641, 2.35119724, -1.29545903, -1.45199561, -1.04120064, 2.64981270,
3.50683594, -1.03352344, 1.07719743, 1.74254084, 2.66400433, -1.33520055, 2.45381260,
3.60693359, 1.61247647, 2.35119724, 3.01654100, 2.95800424, -2.31520057, -1.27018714,
3.70703125, -1.13152349, -1.27480257, -2.37345886, -1.54999566, 1.70279932, -1.66218734,
3.80712891, -2.11152339, 2.35119724, -2.07945895, -1.05999565, 1.11479938, -1.46618724,
3.90722656, 1.02447653, 2.35119724, 2.62454081, -2.03999567, 2.68279934, -1.17218733,
4.00732422, 2.10247636, 1.37119734, -193.57145691, 1.09600425, -2.11920047, -2.25018740,
4.10742188, -1.03352344, 1.07719743, -2.17745900, 1.09600425, 1.21279931, -2.25018740,
4.20751953, 1.02447653, 2.93919754, -2.37345886, 2.07600427, -1.53120041, 1.37581277,
4.30761719, -1.52352345, -1.17680252, -3.15745878, -1.45199561, 1.11479938, -3.23018718,
4.40771484, 2.59247637, 2.35119724, 1.64454091, -1.25599563, 2.38879943, -2.34818721,
4.50781250, -2.50352359, -2.25480247, -2.07945895, -2.13799548, 1.11479938, 1.27781272,
4.60791016, 1.51447654, -1.17680252, 2.13454080, -2.13799548, -2.11920047, -2.93618727,
